-0.0048800000	0.0800000000
-0.0048790000	0.0000000000
-0.0048780000	0.0800000000
-0.0048770000	0.1600000000
-0.0048760000	0.1600000000
-0.0048750000	0.1600000000
-0.0048740000	0.0800000000
-0.0048730000	0.1600000000
-0.0048720000	0.1600000000
-0.0048710000	0.1600000000
-0.0048700000	0.1600000000
-0.0048690000	0.1600000000
-0.0048680000	0.0800000000
-0.0048670000	0.0000000000
-0.0048660000	0.0800000000
-0.0048650000	0.0800000000
-0.0048640000	0.0800000000
-0.0048630000	0.0800000000
-0.0048620000	0.1600000000
-0.0048610000	0.1600000000
-0.0048600000	0.1600000000
-0.0048590000	0.1600000000
-0.0048580000	0.1600000000
-0.0048570000	0.1600000000
-0.0048560000	0.0800000000
-0.0048550000	0.0800000000
-0.0048540000	0.0000000000
-0.0048530000	0.0000000000
-0.0048520000	0.0000000000
-0.0048510000	0.0800000000
-0.0048500000	0.0800000000
-0.0048490000	0.0800000000
-0.0048480000	0.1600000000
-0.0048470000	0.1600000000
-0.0048460000	0.2400000000
-0.0048450000	0.2400000000
-0.0048440000	0.1600000000
-0.0048430000	0.1600000000
-0.0048420000	0.1600000000
-0.0048410000	0.0800000000
-0.0048400000	0.0800000000
-0.0048390000	0.0000000000
-0.0048380000	0.0800000000
-0.0048370000	0.0800000000
-0.0048360000	0.1600000000
-0.0048350000	0.0800000000
-0.0048340000	0.1600000000
-0.0048330000	0.1600000000
-0.0048320000	0.1600000000
-0.0048310000	0.1600000000
-0.0048300000	0.0800000000
-0.0048290000	0.0800000000
-0.0048280000	0.0800000000
-0.0048270000	0.0800000000
-0.0048260000	0.0800000000
-0.0048250000	0.0000000000
-0.0048240000	0.0800000000
-0.0048230000	0.0800000000
-0.0048220000	0.0800000000
-0.0048210000	0.0800000000
-0.0048200000	0.1600000000
-0.0048190000	0.2400000000
-0.0048180000	0.1600000000
-0.0048170000	0.1600000000
-0.0048160000	0.1600000000
-0.0048150000	0.0800000000
-0.0048140000	0.0800000000
-0.0048130000	0.0000000000
-0.0048120000	0.0800000000
-0.0048110000	0.0800000000
-0.0048100000	0.0800000000
-0.0048090000	0.0000000000
-0.0048080000	0.1600000000
-0.0048070000	0.1600000000
-0.0048060000	0.2400000000
-0.0048050000	0.1600000000
-0.0048040000	0.1600000000
-0.0048030000	0.1600000000
-0.0048020000	0.1600000000
-0.0048010000	0.0800000000
-0.0048000000	0.0800000000
-0.0047990000	0.0000000000
-0.0047980000	0.0000000000
-0.0047970000	0.0800000000
-0.0047960000	0.0800000000
-0.0047950000	0.0800000000
-0.0047940000	0.1600000000
-0.0047930000	0.1600000000
-0.0047920000	0.2400000000
-0.0047910000	0.1600000000
-0.0047900000	0.1600000000
-0.0047890000	0.0800000000
-0.0047880000	0.0800000000
-0.0047870000	0.1600000000
-0.0047860000	0.0800000000
-0.0047850000	0.0000000000
-0.0047840000	0.0800000000
-0.0047830000	0.0000000000
-0.0047820000	0.1600000000
-0.0047810000	0.1600000000
-0.0047800000	0.1600000000
-0.0047790000	0.2400000000
-0.0047780000	0.0800000000
-0.0047770000	0.1600000000
-0.0047760000	0.1600000000
-0.0047750000	0.0800000000
-0.0047740000	0.0800000000
-0.0047730000	0.0800000000
-0.0047720000	0.0800000000
-0.0047710000	0.0800000000
-0.0047700000	0.0800000000
-0.0047690000	0.0000000000
-0.0047680000	0.0000000000
-0.0047670000	0.0800000000
-0.0047660000	0.1600000000
-0.0047650000	0.1600000000
-0.0047640000	0.0800000000
-0.0047630000	0.1600000000
-0.0047620000	0.0800000000
-0.0047610000	0.1600000000
-0.0047600000	0.0800000000
-0.0047590000	0.0800000000
-0.0047580000	0.0000000000
-0.0047570000	0.0000000000
-0.0047560000	0.0000000000
-0.0047550000	0.0800000000
-0.0047540000	0.0800000000
-0.0047530000	0.0800000000
-0.0047520000	0.0800000000
-0.0047510000	0.1600000000
-0.0047500000	0.1600000000
-0.0047490000	0.1600000000
-0.0047480000	0.0800000000
-0.0047470000	0.0800000000
-0.0047460000	0.0000000000
-0.0047450000	0.0000000000
-0.0047440000	0.0800000000
-0.0047430000	0.0000000000
-0.0047420000	0.0000000000
-0.0047410000	0.0800000000
-0.0047400000	0.0800000000
-0.0047390000	0.0800000000
-0.0047380000	0.0800000000
-0.0047370000	0.1600000000
-0.0047360000	0.0800000000
-0.0047350000	0.0800000000
-0.0047340000	0.1600000000
-0.0047330000	0.0800000000
-0.0047320000	0.0800000000
-0.0047310000	0.0800000000
-0.0047300000	0.0800000000
-0.0047290000	0.0000000000
-0.0047280000	0.0000000000
-0.0047270000	0.0800000000
-0.0047260000	0.1600000000
-0.0047250000	0.1600000000
-0.0047240000	0.1600000000
-0.0047230000	0.0800000000
-0.0047220000	0.1600000000
-0.0047210000	0.0800000000
-0.0047200000	0.0800000000
-0.0047190000	0.1600000000
-0.0047180000	0.0800000000
-0.0047170000	0.0000000000
-0.0047160000	0.0000000000
-0.0047150000	0.0000000000
-0.0047140000	0.0000000000
-0.0047130000	0.0800000000
-0.0047120000	0.0800000000
-0.0047110000	0.1600000000
-0.0047100000	0.1600000000
-0.0047090000	0.0800000000
-0.0047080000	0.0800000000
-0.0047070000	0.0800000000
-0.0047060000	0.0000000000
-0.0047050000	0.0800000000
-0.0047040000	0.0000000000
-0.0047030000	0.0000000000
-0.0047020000	0.0000000000
-0.0047010000	0.0000000000
-0.0047000000	0.0800000000
-0.0046990000	0.0800000000
-0.0046980000	0.1600000000
-0.0046970000	0.1600000000
-0.0046960000	0.1600000000
-0.0046950000	0.1600000000
-0.0046940000	0.0800000000
-0.0046930000	0.0800000000
-0.0046920000	0.0800000000
-0.0046910000	0.0800000000
-0.0046900000	0.0000000000
-0.0046890000	-0.0800000000
-0.0046880000	0.0000000000
-0.0046870000	0.0800000000
-0.0046860000	0.0800000000
-0.0046850000	0.1600000000
-0.0046840000	0.1600000000
-0.0046830000	0.1600000000
-0.0046820000	0.1600000000
-0.0046810000	0.0800000000
-0.0046800000	0.0800000000
-0.0046790000	0.0000000000
-0.0046780000	0.0800000000
-0.0046770000	0.0000000000
-0.0046760000	0.0000000000
-0.0046750000	0.0000000000
